,betweenness,lon,lat,num_departures,num_departures_scaled,accessibility_score,route_type,hex9
100063,1.0096214095020075,-73.903177,40.876877,389,1.0513192612137203,2.060940670715728,3,892a100124bffff
100064,1.0356245026210669,-73.90277,40.878232,773,1.1019788918205804,2.1376033944416473,3,892a100124bffff
100065,1.181372326364548,-73.9054,40.879254,1297,1.171108179419525,2.352480505784073,3,892a100a197ffff
100066,1.1414474349058776,-73.906872,40.880047,1297,1.171108179419525,2.3125556143254027,3,892a100a193ffff
100068,1.0932537110572274,-73.90747,40.884362,457,1.0602902374670184,2.153543948524246,3,892a100a567ffff
100069,1.0868289539934235,-73.90696,40.88695,457,1.0602902374670184,2.147119191460442,3,892a100a577ffff
100070,1.0804041969296196,-73.907428,40.888109,457,1.0602902374670184,2.140694434396638,3,892a100a577ffff
100071,1.07401266152309,-73.908059,40.889537,908,1.1197889182058047,2.193801579728895,3,892a100a573ffff
100076,1.0964606391609828,-73.907577,40.887911,449,1.0592348284960422,2.155695467657025,3,892a100a577ffff
100077,1.1028838389596018,-73.907076,40.886429,449,1.0592348284960422,2.162118667455644,3,892a100a577ffff
100080,1.3723868601777647,-73.891539,40.874629,1053,1.1389182058047493,2.511305065982514,3,892a100120bffff
100082,1.1607336451303722,-73.90921,40.881211,903,1.1191292875989447,2.279862932729317,3,892a100a193ffff
100084,1.0351424444070507,-73.904415,40.878698,795,1.1048812664907652,2.140023710897816,3,892a100a197ffff
100085,1.0296071538028115,-73.902633,40.878029,752,1.0992084432717677,2.1288155970745795,3,892a100124bffff
100086,1.0049358975585192,-73.902353,40.876835,384,1.05065963060686,2.0555955281653793,3,892a100124bffff
100087,1.0007325806748493,-73.900958,40.878321,384,1.05065963060686,2.0513922112817093,3,892a100125bffff
100088,1.002348097748492,-73.897767,40.878665,736,1.0970976253298153,2.0994457230783072,3,892a1001253ffff
100089,1.0086566655265685,-73.896448,40.881501,736,1.0970976253298153,2.1057542908563835,3,892a10012cbffff
100090,1.0149817576185496,-73.894366,40.882913,736,1.0970976253298153,2.112079382948365,3,892a10012cbffff
100096,1.0775894445443974,-73.88569,40.876944,739,1.0974934036939314,2.175082848238329,3,892a1001213ffff
100097,1.0,-73.88688,40.874324,519,1.0684696569920844,2.068469656992084,3,892a1001203ffff
100098,1.0851550957501745,-73.888206,40.872033,739,1.0974934036939314,2.182648499444106,3,892a100120fffff
100100,1.0021359113302164,-73.89312,40.868052,521,1.0687335092348285,2.070869420565045,3,892a1001277ffff
100101,1.0919106187467837,-73.894863,40.865775,739,1.0974934036939314,2.189404022440715,3,892a1001267ffff
100102,1.0,-73.896254,40.863998,521,1.0687335092348285,2.0687335092348285,3,892a100ac9bffff
100103,1.1055653714300855,-73.897531,40.86223,739,1.0974934036939314,2.203058775124017,3,892a100ac8bffff
100107,1.0025142435723773,-73.90123,40.855821,521,1.0687335092348285,2.0712477528072055,3,892a100ac03ffff
100108,1.008310797806548,-73.902425,40.854276,521,1.0687335092348285,2.077044307041376,3,892a100ac03ffff
